study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,wid5_F2F3_module11,pas0100m,11,"When you make new friends, your mother gets to know them soon thereafter.","[IF age >= 16] Wenn Sie neue Freunde haben, lernt Ihre Mutter diese auch bald kennen. [IF age < 16] Wenn Du neue Freunde hast, lernt Deine Mutter diese auch bald kennen.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100m,cat,52
twinlife,wid5_F2F3_module11,pas0100m,12,Your mother threatens you with a punishment but does not actually follow through.,"[IF age >= 16] Ihre Mutter droht Ihnen eine Strafe an, straft Sie dann aber doch nicht. [IF age < 16] Deine Mutter droht Dir eine Strafe an, straft Dich dann aber doch nicht.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100m,cat,53
twinlife,wid5_F2F3_module11,pas0100m,13,"Your mother finds it difficult to be consistent in her parenting (e.g., to enforce agreed-upon rules or prohibitions).","[IF age >= 16] Ihrer Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). [IF age < 16] Deiner Mutter faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten).",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100m,cat,54
twinlife,wid5_F2F3_module11,pas0100n,0,How often do the following things typically happen between you and [name partner of father]?,[IF age >= 16] [ITEMBAT] Und nun zu <NAME PARTNER/IN DES VATERS>. [NCS] Wie haeufig kommen folgende Dinge typischerweise zwischen Ihnen und <NAME PARTNER/IN DES VATERS> vor? [IF age < 16][ITEMBAT] Und nun zu <NAME PARTNER/IN DES VATERS>.[NCS] Wie haeufig kommen folgende Dinge typischerweise zwischen Dir und <NAME PARTNER/IN DES VATERS> vor?,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","(age0110>=8 & age0110<=16) & inlist(ptyp,1,2,200) & (fln==1)",,pas0100n,txt,55
twinlife,wid5_F2F3_module11,pas0100n,1,[IF Sex of partner of the father = 2] <NAME OF THE FATHER'S PARTNER> shows you that she likes you. [IF Sex of partner of the father = 1] <NAME OF THE FATHER'S PARTNER> shows you that he likes you. [IF Sex of partner of the father = 3] <NAME OF THE FATHER'S PARTNER> shows you that <NAME OF THE FATHER'S PARTNER> likes you.,"[IF age >= 16 und Geschlecht des/der Partner/in des Vaters = 2] <NAME PARTNER/IN DES VATERS> zeigt Ihnen, dass sie Sie gerne hat. [IF age >= 16 und Geschlecht des/der Partner/in des Vaters = 1] <NAME PARTNER/IN DES VATERS> zeigt Ihnen, dass er Sie gerne hat. [IF age < 16 und Geschlecht des/der Partner/in des Vaters = 2] <NAME PARTNER/IN DES VATERS> zeigt Dir, dass sie Dich gerne hat. [IF age < 16 und IF Geschlecht des/der Partner/in des Vaters = 1] <NAME PARTNER/IN DES VATERS> zeigt Dir, dass er Dich gerne hat.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,56
twinlife,wid5_F2F3_module11,pas0100n,2,<NAME OF THE FATHER'S PARTNER> praises you.,[IF age >= 16] <NAME PARTNER/IN DES VATERS> lobt Sie. [IF age < 16] <NAME PARTNER/IN DES VATERS> lobt dich.,fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,57
twinlife,wid5_F2F3_module11,pas0100n,3,<NAME OF THE FATHER'S PARTNER> cheers you up when you are sad.,"[IF age >= 16] <NAME PARTNER/IN DES VATERS> troestet Sie, wenn Sie traurig sind. [IF age < 16] <NAME PARTNER/IN DES VATERS> troestet dich, wenn Du traurig bist.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,58
twinlife,wid5_F2F3_module11,pas0100n,4,<NAME OF THE FATHER'S PARTNER> gives you advice regarding your personal problems.,"[IF age >= 16] <NAME PARTNER/IN DES VATERS> unterstuetzt Sie, wenn Sie ein Problem haben. [IF age < 16] <NAME PARTNER/IN DES VATERS> unterstuetzt dich, wenn Du ein Problem hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,59
twinlife,wid5_F2F3_module11,pas0100n,5,[IF Sex of partner of the father = 2] <NAME OF THE FATHER'S PARTNER> punishes you when you do something against her will. [IF Sex of partner of the father = 1] <NAME OF THE FATHER'S PARTNER> punishes you when you do something against his will. [IF Sex of partner of the father = 3] <NAME OF THE FATHER'S PARTNER> punishes you when you do something against <NAME OF THE FATHER'S PARTNER>'s will.,"[IF age >= 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> bestraft Sie, wenn Sie etwas gegen ihren Willen tun. [IF age >= 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> bestraft Sie, wenn Sie etwas gegen seinen Willen tun. [IF age < 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> bestraft Dich, wenn Du etwas gegen ihren Willen tun. [IF age < 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> bestraft Dich, wenn Du etwas gegen seinen Willen tun]",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,60
twinlife,wid5_F2F3_module11,pas0100n,6,<NAME OF THE FATHER'S PARTNER> is disappointed and sad when you have misbehaved.,"[IF age >= 16] <NAME PARTNER/IN DES VATERS> ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. [IF age < 16] <NAME PARTNER/IN DES VATERS> ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,61
twinlife,wid5_F2F3_module11,pas0100n,7,[IF Sex of partner of the father = 2] <NAME OF THE FATHER'S PARTNER> makes it clear to you that you should not resist her orders. [IF Sex of partner of the father = 1] <NAME OF THE FATHER'S PARTNER>makes it clear to you that you should not resist his orders. [IF Sex of partner of the father = 3] <NAME OF THE FATHER'S PARTNER> makes it clear to you that you should not resist  <NAME OF THE FATHER'S PARTNER>s  orders.,"[IF age >= 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. [IF age >= 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> gibt Ihnen zu verstehen, dass Sie sich seinen Anordnungen nicht widersetzen sollen. [IF age < 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. [IF age < 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> gibt Dir zu verstehen, dass Du Dich seinen Anordnungen nicht widersetzen sollst.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,62
twinlife,wid5_F2F3_module11,pas0100n,8,<NAME OF THE FATHER'S PARTNER> yells at you when you have done something wrong.,"[IF age >= 16] <NAME PARTNER/IN DES VATERS> schreit Sie an, wenn Sie etwas falsch gemacht haben. [IF age < 16] <NAME PARTNER/IN DES VATERS> schreit Dich an, wenn Du etwas falsch gemacht hast.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,63
twinlife,wid5_F2F3_module11,pas0100n,9,[IF Sex of partner of the father = 2] <NAME OF THE FATHER'S PARTNER> scolds you when she's angry with you. [IF Sex of partner of the father = 1] <NAME OF THE FATHER'S PARTNER> scolds you when he's angry with you. [IF Sex of partner of the father = 3] <NAME OF THE FATHER'S PARTNER> scolds you when <NAME OF THE FATHER'S PARTNER> is angry with you.,"[IF age >= 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> beschimpft Sie, wenn sie wuetend auf Sie ist. [IF age >= 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> beschimpft Sie, wenn er wuetend auf Sie ist. [IF age < 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> beschimpft dich, wenn sie wuetend auf Dich ist. [IF age < 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> beschimpft dich, wenn er wuetend auf Dich ist.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,64
twinlife,wid5_F2F3_module11,pas0100n,10,"When you make new friends, <NAME OF THE FATHER'S PARTNER> talks to you about them.","[IF age >= 16] Wenn Sie neue Freunde haben, unterhaelt sich <NAME PARTNER/IN DES VATERS> mit Ihnen ueber diese Freunde. [IF age < 16] Wenn Du neue Freunde hast, unterhaelt sich <NAME PARTNER/IN DES VATERS> mit Dir ueber diese Freunde.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,65
twinlife,wid5_F2F3_module11,pas0100n,11,"When you make new friends, <NAME OF THE FATHER'S PARTNER> gets to know them soon thereafter.","[IF age >= 16] Wenn Sie neue Freunde haben, lernt <NAME PARTNER/IN DES VATERS> diese auch bald kennen. [IF age < 16] Wenn Du neue Freunde hast, lernt <NAME PARTNER/IN DES VATERS> diese auch bald kennen.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,66
twinlife,wid5_F2F3_module11,pas0100n,12,<NAME OF THE FATHER'S PARTNER> threatens you with a punishment but does not actually follow through.,"[IF age >= 16] <NAME PARTNER/IN DES VATERS> droht Ihnen eine Strafe an, straft Sie dann aber doch nicht. [IF age < 16] <NAME PARTNER/IN DES VATERS> droht Dir eine Strafe an, straft Dich dann aber doch nicht.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,67
twinlife,wid5_F2F3_module11,pas0100n,13,"[IF Sex of partner of the father = 1] <NAME OF THE FATHER'S PARTNER> finds it difficult to be consistent in his parenting (e.g., to enforce agreed-upon rules or prohibitions). [IF Sex of partner of the father = 2] <NAME OF THE FATHER'S PARTNER> finds it difficult to be consistent in her parenting (e.g., to enforce agreed-upon rules or prohibitions). [IF Sex of partner of the father = 3] <NAME OF THE FATHER'S PARTNER> finds it difficult to be consistent in parenting (e.g., to enforce agreed-upon rules or prohibitions).","[IF age >= 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). [IF age >= 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> faellt es schwer, in seiner Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). [IF age < 16 und Sex_Partnerin des Vaters = 2] <NAME PARTNER/IN DES VATERS> faellt es schwer, in ihrer Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten). [IF age < 16 und Sex_Partnerin des Vaters = 1] <NAME PARTNER/IN DES VATERS> faellt es schwer, in seiner Erziehung konsequent zu sein (z.B. auf die Einhaltung von vereinbarten Regeln oder Verbote zu achten).",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100n,cat,68
twinlife,wid5_F2F3_module11,pas0100f,0,How often do the following things typically happen between you and your father [name of father]?,[IF age >= 16] [ITEMBAT] Nun folgen einige Fragen zu Ihrem Vater. [NCS] Wie haeufig kommen folgende Dinge typischerweise zwischen Ihnen und Ihrem Vater <NAME DES VATERS> vor? [IF age < 16][ITEMBAT] Nun folgen einige Fragen zu Deinem Vater. [NCS] Wie haeufig kommen folgende Dinge typischerweise zwischen Dir und Deinem Vater <NAME DES VATERS> vor?,,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","(age0110>=8 & age0110<=16) & inlist(ptyp,1,2,200) & (flf==1)",,pas0100f,txt,69
twinlife,wid5_F2F3_module11,pas0100f,1,Your father shows you that he likes you.,"[IF age >= 16] Ihr Vater zeigt Ihnen, dass er Sie gerne hat. [IF age < 16] Dein Vater zeigt Dir, dass er Dich gerne hat.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,70
twinlife,wid5_F2F3_module11,pas0100f,2,Your father praises you.,[IF age >= 16] Ihr Vater lobt Sie. [IF age < 16] Dein Vater lobt dich.,fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,71
twinlife,wid5_F2F3_module11,pas0100f,3,Your father cheers you up when you are sad.,"[IF age >= 16] Ihr Vater troestet Sie, wenn Sie traurig sind. [IF age < 16] Dein Vater troestet dich, wenn Du traurig bist.",fre5,,,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thoennissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel: Wave 1 to 3. Panel Analysis of Intimate Relationships and Family Dynamics (pairfam). [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf)",,,pas0100f,cat,72
